ID_OFICIAL;NOMBRE_BASE_OFICIAL;Escuela;URL Bibliografia;FOTO_URL
55;Técnico Educación Especial;Desarrollo Social y Educación;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=63&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/3.%20DESARROLLO%20SOCIAL%20Y%20EDUCACIO%CC%81N/tecnico-asistente-en-educacion-especial.jpg?updatedAt=1738198961694
56;Técnico En Cosmetología;Estética Integral;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=16&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/4.%20ESTETICA%20INTEGRAL/tecnico-en-cosmetologia.jpg?updatedAt=1738199121055
57;Estética Profesional;Estética Integral;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=22&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/4.%20ESTETICA%20INTEGRAL/estetica-profesional.jpg?updatedAt=1738199121111
58;Técnico En Peluquería;Estética Integral;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=100&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/4.%20ESTETICA%20INTEGRAL/tecnico-en-peluqueria.jpg?updatedAt=1738199120790
59;Técnico en Masoterapia;Estética Integral;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=95&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/4.%20ESTETICA%20INTEGRAL/tecnico-en-masoterapia.jpg?updatedAt=1738199120924
60;Gastronomía Internacional;Gastronomía, Hotel. y Turismo;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=23&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/5.%20GASTRONOMI%CC%81A,%20HOTELERI%CC%81A%20Y%20TURISMO/gastronomia-internacional.jpg?updatedAt=1738199210066
61;Técnico en Turismo;Gastronomía, Hotel. y Turismo;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=159&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/5.%20GASTRONOMI%CC%81A,%20HOTELERI%CC%81A%20Y%20TURISMO/tecnico-en-turismo.jpg?updatedAt=1738199210424
62;Admininistración Empresas Gastronómicas;Gastronomía, Hotel. y Turismo;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=144&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/5.%20GASTRONOMI%CC%81A,%20HOTELERI%CC%81A%20Y%20TURISMO/administracion-de-empresas-gastronomicas.jpg?updatedAt=1738199210281
63;Técnico en Hotelería;Gastronomía, Hotel. y Turismo;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=107&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/5.%20GASTRONOMI%CC%81A,%20HOTELERI%CC%81A%20Y%20TURISMO/tecnico-en-turismo.jpg?updatedAt=1738199210424
64;Construcción Civil;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=12&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/construccion-civil.jpg?updatedAt=1738194520142
65;Ingeniería Prevención de Riesgos;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=41&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-prevencion-de-riesgos.jpg?updatedAt=1738194520345
66;Técnico en Construcción;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=74&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-construccion.jpg?updatedAt=1738194525238
67;Técnico Electricidad y Electrónica;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=77&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-electricidad-y-electronica.jpg?updatedAt=1738194526529
68;Técnico en Prevención de Riesgos;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=113&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-prevencion-de-riesgos.jpg?updatedAt=1738194528222
69;Técnico en Topografía;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=111&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-topografia.jpg?updatedAt=1738194528606
70;Ingeniería en Ciberseguridad;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=134&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-ciberseguridad.jpg?updatedAt=1738194520356
71;Técnico Programación y Análisis de Sistemas;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=54&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-programacion-y-analisis-de-sistemas.jpg?updatedAt=1738194528595
72;Técnico Mecánica Automotriz Maquinaria Pesada;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=115&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mecanica-automotriz-en-maquinaria-pesada.jpg?updatedAt=1738194526977
73;Ingeniería Electricidad y Energías Renovables;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=136&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-electricidad-y-energias-renovables.jpg?updatedAt=1738194520174
74;Técnico Dibujo Arquitectura y Obras Civiles;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=17&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-dibujo-de-arquitectura-y-obras-civiles.jpg?updatedAt=1738194525393
75;Ingeniería en Automatización y Control Industrial;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=158&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-automatizacion-y-control-industrial.jpg?updatedAt=1738194522254
76;Técnico Automatización y Control Industrial;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=125&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-automatizacion-y-control-industrial.jpg?updatedAt=1738194524422
77;Ingeniería Ejecución Informática Mención Desarrollo Sistemas;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=34&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-informatica.jpg?updatedAt=1738194522148
78;Técnico Mecánica Automotriz y Autotrónica;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=96&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-mecanica-automotriz-y-autotronica.jpg?updatedAt=1738194520549
79;Ingeniería en Minas;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=40&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-minas.jpg?updatedAt=1738194522445
80;Técnico Mantenimiento Industrial;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=131&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-industrial.jpg?updatedAt=1738194527432
81;Ingeniería Industrial;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=148&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-industrial.jpg?updatedAt=1738194524485
82;Ingeniería Infraestructura y Seguridad Redes;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=39&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-infraestructura-y-seguridad-de-redes.jpg?updatedAt=1738194521828
83;Ingeniería Mecánica Automotriz y Autotrónica;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=133&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-mecanica-automotriz-y-autotronica.jpg?updatedAt=1738194520549
84;Técnico en Minería;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=97&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mineria.jpg?updatedAt=1738194527861
85;Técnico Mantenimiento Electromecánico Maquinaria Pesada;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=142&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-electromecanico-en-maquinaria-pesada.jpg?updatedAt=1738194527490
86;Ingeniería en Data Science;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=127&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-data-science.jpg?updatedAt=1738194521811
87;Técnico en Análisis de Datos;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=138&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-analisis-de-datos.jpg?updatedAt=1738194523584
88;Técnico en Ciberseguridad;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=153&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-ciberseguridad.jpg?updatedAt=1738194524188
89;Técnico Gestión Industrial;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=147&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-gestion-industrial.jpg?updatedAt=1738194526570
90;Técnico Instalación y Mantención Redes;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=91&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-industrial.jpg?updatedAt=1738194527432
91;Técnico Gestión Procesos Mineros;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=157&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-gestion-de-procesos-mineros.jpg?updatedAt=1738194526091
92;Ingeniería en Informática;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=150&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/ingenieria-en-informatica.jpg?updatedAt=1738194522148
93;Técnico Conectividad y Seguridad Redes;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=161&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-conectividad-y-seguridad-de-redes.jpg?updatedAt=1738194524427
94;Técnico Mantenimiento Mecánico Minero;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=162&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-mantenimiento-mecanico-minero.jpg?updatedAt=1738194527651
95;Técnico Electricidad y Energías Renovables;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=156&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-electricidad-y-energias-renovables.jpg?updatedAt=1738194524789
96;Programación y Análisis de Sistemas;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=54&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-programacion-y-analisis-de-sistemas.jpg?updatedAt=1738194528595
97;Técnico en Refrigeración Climatización;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=171;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/8-Nuevas-Carreras-2026/Te%CC%81cnico%20en%20Refrigeracio%CC%81n%20y%20Climatizacio%CC%81n.jpg
98;Técnico en Metalurgia;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=170;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/8-Nuevas-Carreras-2026/Te%CC%81cnico%20en%20Metalurgia.jpg
99;Análisis De Datos;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=138&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/2.%20INGENIERI%CC%81A,%20ENERGI%CC%81A%20Y%20TECNOLOGI%CC%81A/tecnico-en-analisis-de-datos.jpg?updatedAt=1738194523584
100;Técnico en Construcción Industrial;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=175;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/8-Nuevas-Carreras-2026/Te%CC%81cnico%20en%20Construccio%CC%81n%20Industrializada.jpg
101;Técnico en Mantenimiento Aeronáutico;Ing. Energía y Tecnología;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=169;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/8-Nuevas-Carreras-2026/Te%CC%81cnico%20en%20Mantenimiento%20Aerona%CC%81utico.jpg
102;Técnico Enfermería Mención Pediatría;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=83&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-oncologia.jpg?updatedAt=1738199721845
103;Técnico Enfermería e Instrumentación Quirúrgica;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=86&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-e-instrumentacion-quirurgica.jpg?updatedAt=1738199721841
104;Técnico en Enfermería;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=78&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria.jpg?updatedAt=1738199721941
105;Técnico Enfermería Mención  Anestesiología;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=81&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-anestesiologia.jpg?updatedAt=1738199722305
106;Podología Clínica;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=49&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/podologia-clinica.jpg?updatedAt=1738199721826
107;Técnico Deportivo;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=65&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-deportivo.jpg?updatedAt=1738199721602
108;Personal Trainer;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=46&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/personal-trainer.jpg?updatedAt=1738199721850
109;Técnico en Imagenología;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=90&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-imagenologia.jpg?updatedAt=1738199723533
110;Técnico Enfermería Mención Oncología;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=80&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-oncologia.jpg?updatedAt=1738199721845
111;Laboratorista Dental;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=44&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/laboratorista-dental.jpg?updatedAt=1738199721964
112;Técnico Enfermería Mención Ginecobstetricia;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=79&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-enfermeria-mencion-anestesiologia.jpg?updatedAt=1738199722305
113;Técnico Laboratorio Clínico y Banco  Sangre;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=92&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-laboratorio-clinico-y-banco-de-sagre.jpg?updatedAt=1738199723651
114;Técnico en Odontología;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=99&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-odontologia.jpg?updatedAt=1738199723384
115;Técnico en Farmacia;Salud y Deporte;https://bibliotecas.aiep.cl/client/es_CL/default/search/results?qu=155&rt=false%7C%7C%7CAIEP_CARRERA%7C%7C%7CCarrera&st=TL;https://ik.imagekit.io/5wps2tups/FOTOS%20CARRERAS%20ADMISIO%CC%81N%202025-1/7.%20SALUD%20Y%20DEPORTES/tecnico-en-farmacia.jpg?updatedAt=1738199721801
